Longitude,Latitude,Field,Dataset,Product,Obj. Id,Swth Wdth(m),Distance(m),Duration(s),Track(deg),Elevation(m),Area Count,Time,Y Offset(m),Pass Num,Speed(km/h),Hex Shaft Er(%),Good Ride(%),DF Gauge W(N),DF Margin(N),Good Contact(%),Tgt Rate(ksds/ha),Soil OM(%),Soil Mois(%),Furr Qual(%),Clean Furr(%),Soil Temp(°C),Singulation(%),Skips(%),Doubles(%),Proper Spacing(%),Spac Vartn(%),Yield Loss(L/ha),Rt Apd Ct(ksds/ha),SeedFlow(ksds/s),Active Rows((1)),Seed Space(cm),Prod(ha/h),Date,Sing Qual,Rate Qual
142.1287951,-36.74668576,V51,field_map_2022_04_01_000,Timok,3326,24.38,2.104,1,244,130.5,On,1/04/2022,0,2,7.559,0,100,0,0,100,5920.2,2.615,22.73,95.3,86.03,23.47,91.1,8.9,0.3,100,18.9,0,593.78,0.059,64,4.42,18.47,1/04/2022,Skip,Under Target
142.128775,-36.74669566,V51,field_map_2022_04_01_000,Timok,3327,24.38,2.086,1,245,130.5,On,1/04/2022,0,2,7.559,0,100,0,0,100,5731.8,2.6,22.52,94.67,87.15,23.35,91,9,0.3,100,18.9,0,591.61,0.059,64,4.437,18.32,1/04/2022,Skip,Under Target
142.1287538,-36.74670386,V51,field_map_2022_04_01_000,Timok,3328,24.38,2.096,1,245,130.4,On,1/04/2022,0,2,7.564,0,100,0,0,100,5506.6,2.65,23.1,94.53,85.5,23.5,90.7,9.3,0.3,100,19,0,602.25,0.06,64,4.358,18.4,1/04/2022,Skip,Under Target
142.1287314,-36.74671006,V51,field_map_2022_04_01_000,Timok,3329,24.38,2.099,1,244,130.3,On,1/04/2022,0,2,7.559,0,100,0,0,100,5458.6,2.685,22.52,95.35,84.3,23.49,90.7,9.3,0.3,100,19,0,608.08,0.061,64,4.316,18.43,1/04/2022,Skip,Under Target
142.1287102,-36.74671816,V51,field_map_2022_04_01_000,Timok,3330,24.38,2.091,1,244,130.3,On,1/04/2022,0,2,7.566,0,100,0,0,100,5500.5,2.69,22.13,93.6,88.2,23.61,90.8,9.2,0.3,100,19,0,617.65,0.062,64,4.249,18.36,1/04/2022,Skip,Under Target
142.1286889,-36.74672626,V51,field_map_2022_04_01_000,Timok,3331,24.38,2.099,1,244,130.2,On,1/04/2022,0,2,7.557,0,100,0,0,100,5499.9,2.705,23.15,93.45,86.67,23.43,91,9,0.3,100,18.9,0,616.96,0.062,64,4.254,18.43,1/04/2022,Skip,Under Target
142.1286687,-36.74673626,V51,field_map_2022_04_01_000,Timok,3332,24.38,2.099,1,245,130.1,On,1/04/2022,0,2,7.575,0,100,0,0,100,5514.1,2.755,22.25,93.17,85.58,23.32,91,9,0.3,100,18.9,0,618.5,0.062,64,4.244,18.43,1/04/2022,Skip,Under Target
142.1286474,-36.74674436,V51,field_map_2022_04_01_000,Timok,3333,24.38,2.099,1,245,130.1,On,1/04/2022,0,2,7.574,0,100,0,0,100,5529.9,2.765,22.6,92.42,86,23.42,91.1,8.9,0.3,100,19,0,625.33,0.063,64,4.197,18.43,1/04/2022,Skip,Under Target
142.1286249,-36.74675066,V51,field_map_2022_04_01_000,Timok,3334,24.38,2.112,1,244,130,On,1/04/2022,0,2,7.586,0,100,0,0,100,5555.8,2.75,21.73,93.1,90.4,23.17,91.2,8.8,0.3,100,19,0,620.31,0.062,64,4.231,18.54,1/04/2022,Skip,Under Target
142.1286047,-36.74676056,V51,field_map_2022_04_01_000,Timok,3335,24.38,2.095,1,245,129.9,On,1/04/2022,0,2,7.567,0,100,0,0,100,5665.5,2.705,21.73,89.88,90.4,23.17,91,9,0.3,100,19,0,614.48,0.061,64,4.271,18.39,1/04/2022,Skip,Under Target
142.1285834,-36.74676876,V51,field_map_2022_04_01_000,Timok,3336,24.38,2.104,1,245,129.9,On,1/04/2022,0,2,7.575,0,100,0,0,100,5798.8,2.705,21.9,95,90.3,23.28,91.3,8.7,0.3,100,18.9,0,598.9,0.06,64,4.382,18.47,1/04/2022,Skip,Under Target
142.1285621,-36.74677676,V51,field_map_2022_04_01_000,Timok,3337,24.38,2.095,1,245,129.9,On,1/04/2022,0,2,7.561,0,100,0,0,100,5870.6,2.735,22.95,92.33,88.3,23.24,91.1,8.9,0.3,100,18.9,0,590.56,0.059,64,4.444,18.39,1/04/2022,Skip,Under Target
142.1285398,-36.74678306,V51,field_map_2022_04_01_000,Timok,3338,24.38,2.096,1,244,129.8,On,1/04/2022,0,2,7.569,0,100,0,0,100,5961.7,2.775,22.95,92.05,87.9,23.11,91,9,0.3,100,19,0,594.17,0.059,64,4.417,18.4,1/04/2022,Skip,Under Target
142.1285196,-36.74679296,V51,field_map_2022_04_01_000,Timok,3339,24.38,2.095,1,245,129.8,On,1/04/2022,0,2,7.572,0,100,0,0,100,5916.6,2.735,24.27,89.88,85.35,22.9,90.9,9.1,0.3,100,19,0,593.54,0.059,64,4.422,18.39,1/04/2022,Skip,Under Target
142.1284972,-36.74679926,V51,field_map_2022_04_01_000,Timok,3340,24.38,2.104,1,244,129.8,On,1/04/2022,0,2,7.578,0,100,0,0,100,5877.3,2.75,24.13,86,85.88,23.1,90.9,9.1,0.3,100,19,0,593.47,0.059,64,4.423,18.47,1/04/2022,Skip,Under Target
142.1284769,-36.74680926,V51,field_map_2022_04_01_000,Timok,3341,24.38,2.107,1,245,129.7,On,1/04/2022,0,2,7.575,0,100,0,0,100,5802.8,2.69,25.82,86.28,85.78,22.81,90.7,9.3,0.3,100,18.9,0,583.57,0.058,64,4.498,18.5,1/04/2022,Skip,Under Target
142.1284546,-36.74681546,V51,field_map_2022_04_01_000,Timok,3342,24.38,2.091,1,244,129.7,On,1/04/2022,0,2,7.574,0,100,0,0,100,5609.7,2.695,26.55,89.22,83.63,22.64,90.6,9.4,0.3,100,19,0,586.49,0.059,64,4.475,18.36,1/04/2022,Skip,Under Target
142.1284333,-36.74682356,V51,field_map_2022_04_01_000,Timok,3343,24.38,2.099,1,244,129.7,On,1/04/2022,0,2,7.566,0,100,0,0,100,5441.4,2.74,26.77,86.38,85.22,22.81,90.6,9.4,0.3,100,19,0,585.51,0.059,64,4.483,18.43,1/04/2022,Skip,Under Target
142.1284131,-36.74683346,V51,field_map_2022_04_01_000,Timok,3344,24.38,2.095,1,245,129.6,On,1/04/2022,0,2,7.567,0,100,0,0,100,5318.9,2.65,25.07,88.83,82.97,23,90.6,9.4,0.3,100,19,0,586,0.059,64,4.479,18.39,1/04/2022,Skip,Under Target
142.1283918,-36.74684156,V51,field_map_2022_04_01_000,Timok,3345,24.38,2.099,1,245,129.6,On,1/04/2022,0,2,7.562,0,100,0,0,100,5235.3,2.63,24.73,88.42,83.13,23.18,91.3,8.7,0.3,100,18.7,0,593.41,0.059,64,4.423,18.43,1/04/2022,Skip,Under Target
142.1283705,-36.74684966,V51,field_map_2022_04_01_000,Timok,3346,24.38,2.099,1,245,129.6,On,1/04/2022,0,2,7.569,0,100,0,0,100,5297.3,2.595,25.55,89.38,85.55,23.39,90.7,9.3,0.3,100,18.9,0,581.81,0.058,64,4.511,18.43,1/04/2022,Skip,Under Target
142.1283492,-36.74685766,V51,field_map_2022_04_01_000,Timok,3347,24.38,2.095,1,245,129.6,On,1/04/2022,0,2,7.566,0,100,0,0,100,5348.4,2.57,25.73,90.9,84.97,23.19,90.7,9.3,0.3,100,18.9,0,584.34,0.058,64,4.492,18.39,1/04/2022,Skip,Under Target
142.128328,-36.74686576,V51,field_map_2022_04_01_000,Timok,3348,24.38,2.091,1,245,129.6,On,1/04/2022,0,2,7.564,0,100,0,0,100,5346.2,2.61,27.27,89.8,85.9,23.04,90.6,9.4,0.3,100,19,0,593.57,0.059,64,4.422,18.36,1/04/2022,Skip,Under Target
142.1283056,-36.74687206,V51,field_map_2022_04_01_000,Timok,3349,24.38,2.104,1,244,129.6,On,1/04/2022,0,2,7.551,0,100,0,0,100,5336.5,2.635,27.27,90.88,88.13,23.03,90.6,9.4,0.3,100,18.9,0,585.52,0.059,64,4.483,18.47,1/04/2022,Skip,Under Target
142.1282853,-36.74688196,V51,field_map_2022_04_01_000,Timok,3350,24.38,2.103,1,245,129.5,On,1/04/2022,0,2,7.566,0,100,0,0,100,5334.1,2.62,28.4,94.03,89.7,23.33,91,9,0.3,100,18.9,0,583.48,0.058,64,4.498,18.46,1/04/2022,Skip,Under Target
142.1282642,-36.74689006,V51,field_map_2022_04_01_000,Timok,3351,24.38,2.083,1,245,129.5,On,1/04/2022,0,2,7.553,0,100,0,0,100,5407.2,2.585,27.5,93.67,85.8,23.33,91.1,8.9,0.3,100,19,0,571.73,0.057,64,4.591,18.29,1/04/2022,Skip,Under Target
142.128243,-36.74689826,V51,field_map_2022_04_01_000,Timok,3352,24.38,2.096,1,245,129.5,On,1/04/2022,0,2,7.551,0,100,0,0,100,5443.2,2.59,25.98,93.3,88,23.44,89.7,10.3,0.3,100,18.7,0,576.38,0.058,64,4.554,18.4,1/04/2022,Skip,Under Target
142.1282217,-36.74690626,V51,field_map_2022_04_01_000,Timok,3353,24.38,2.095,1,245,129.5,On,1/04/2022,0,2,7.546,0,100,0,0,100,5415.4,2.615,27.2,96.83,87.63,23.39,90.9,9.1,0.3,100,19,0,586.98,0.059,64,4.472,18.39,1/04/2022,Skip,Under Target
142.1282005,-36.74691436,V51,field_map_2022_04_01_000,Timok,3354,24.38,2.091,1,245,129.5,On,1/04/2022,0,2,7.546,0,100,0,0,100,5448.1,2.665,27.63,94.9,88.13,23.25,90.9,9.1,0.3,100,19,0,590.74,0.059,64,4.443,18.36,1/04/2022,Skip,Under Target
142.1281782,-36.74692046,V51,field_map_2022_04_01_000,Timok,3355,24.38,2.086,1,244,129.5,On,1/04/2022,0,2,7.545,0,100,0,0,100,5563.6,2.675,26.25,91.88,87.63,23.35,91,9,0.3,100,18.9,0,586.38,0.059,64,4.476,18.32,1/04/2022,Skip,Under Target
142.128158,-36.74693046,V51,field_map_2022_04_01_000,Timok,3356,24.38,2.099,1,245,129.5,On,1/04/2022,0,2,7.549,0,100,0,0,100,5693.6,2.66,27.45,94.3,87.53,23.17,90.9,9.1,0.3,100,18.6,0,589.49,0.059,64,4.452,18.43,1/04/2022,Skip,Under Target
142.1281368,-36.74693856,V51,field_map_2022_04_01_000,Timok,3357,24.38,2.091,1,245,129.5,On,1/04/2022,0,2,7.554,0,100,0,0,100,5744.7,2.75,28.57,95.65,86.83,23.15,89.7,10.3,0.3,100,18.7,0,584.63,0.058,64,4.489,18.36,1/04/2022,Skip,Under Target
142.1281157,-36.74694666,V51,field_map_2022_04_01_000,Timok,3358,24.38,2.083,1,245,129.4,On,1/04/2022,0,2,7.546,0,100,0,0,100,5676,2.685,29.2,93.2,86.55,23.15,90.7,9.3,0.3,100,19,0,601.86,0.06,64,4.361,18.29,1/04/2022,Skip,Under Target
142.1280945,-36.74695476,V51,field_map_2022_04_01_000,Timok,3359,24.38,2.091,1,245,129.4,On,1/04/2022,0,2,7.532,0,100,0,0,100,5589.2,2.59,29.9,93.85,88.17,23.11,90.8,9.2,0.3,100,19,0,601.04,0.06,64,4.367,18.36,1/04/2022,Skip,Under Target
142.1280721,-36.74696096,V51,field_map_2022_04_01_000,Timok,3360,24.38,2.099,1,244,129.4,On,1/04/2022,0,2,7.538,0,100,0,0,100,5504.8,2.605,29.98,95.35,88.08,23.36,90.9,9.1,0.3,100,19,0,597.75,0.06,64,4.391,18.43,1/04/2022,Skip,Under Target
142.128051,-36.74696906,V51,field_map_2022_04_01_000,Timok,3361,24.38,2.083,1,244,129.4,On,1/04/2022,0,2,7.548,0,100,0,0,100,5463.9,2.63,29.43,95.95,88.03,23.31,89.9,10.1,0.3,100,18.7,0,579.14,0.058,64,4.532,18.29,1/04/2022,Skip,Under Target
142.1280309,-36.74697916,V51,field_map_2022_04_01_000,Timok,3362,24.38,2.096,1,245,129.4,On,1/04/2022,0,2,7.551,0,100,0,0,100,5409.4,2.675,29.7,92.65,86.42,23.25,91.1,8.9,0.3,100,18.9,0,588.83,0.059,64,4.457,18.4,1/04/2022,Skip,Under Target
142.1280096,-36.74698716,V51,field_map_2022_04_01_000,Timok,3363,24.38,2.095,1,245,129.4,On,1/04/2022,0,2,7.541,0,100,0,0,100,5326.9,2.695,30.3,94.7,86.95,23.11,91,9,0.3,100,19,0,598.9,0.06,64,4.382,18.39,1/04/2022,Skip,Under Target
142.1279884,-36.74699516,V51,field_map_2022_04_01_000,Timok,3364,24.38,2.086,1,245,129.4,On,1/04/2022,0,2,7.535,0,100,0,0,100,5487.1,2.625,29.57,90.63,88,23.46,90.9,9.1,0.3,100,18.9,0,597.24,0.06,64,4.395,18.32,1/04/2022,Skip,Under Target
142.1279673,-36.74700316,V51,field_map_2022_04_01_000,Timok,3365,24.38,2.078,1,245,129.4,On,1/04/2022,0,2,7.52,0,100,0,0,100,5684.7,2.61,30.65,92.15,88.22,23.47,89.8,10.2,0.3,100,18.7,0,592.6,0.059,64,4.429,18.24,1/04/2022,Skip,Under Target
142.1279461,-36.74701126,V51,field_map_2022_04_01_000,Timok,3366,24.38,2.091,1,245,129.4,On,1/04/2022,0,2,7.524,0,100,0,0,100,5885.2,2.645,30.63,95.03,88.25,23.31,91,9,0.3,100,18.9,0,606.77,0.061,64,4.326,18.36,1/04/2022,Skip,Under Target
142.1279238,-36.74701746,V51,field_map_2022_04_01_000,Timok,3367,24.38,2.091,1,244,129.4,On,1/04/2022,0,2,7.525,0,100,0,0,100,5989.3,2.65,30.13,94.08,88.6,23.49,91,9,0.3,100,19,0,618.68,0.062,64,4.242,18.36,1/04/2022,Skip,Under Target
142.1279037,-36.74702736,V51,field_map_2022_04_01_000,Timok,3368,24.38,2.086,1,245,129.4,On,1/04/2022,0,2,7.543,0,100,0,0,100,6143.7,2.55,29.98,93.95,86.97,23.85,91.1,8.9,0.3,100,18.9,0,613.72,0.061,64,4.277,18.32,1/04/2022,Skip,Under Target
142.1278824,-36.74703536,V51,field_map_2022_04_01_000,Timok,3369,24.38,2.095,1,245,129.4,On,1/04/2022,0,2,7.537,0,100,0,0,100,6188.5,2.51,30.1,95.03,86.55,24.01,91.1,8.9,0.3,100,19,0,618.9,0.062,64,4.241,18.39,1/04/2022,Skip,Under Target
142.1278613,-36.74704346,V51,field_map_2022_04_01_000,Timok,3370,24.38,2.083,1,245,129.4,On,1/04/2022,0,2,7.545,0,100,0,0,100,6109.1,2.51,31.8,95.2,89.17,23.57,91.2,8.8,0.3,100,18.9,0,606.16,0.061,64,4.33,18.29,1/04/2022,Skip,Under Target
142.1278401,-36.74705156,V51,field_map_2022_04_01_000,Timok,3371,24.38,2.091,1,245,129.4,On,1/04/2022,0,2,7.533,0,100,0,0,100,5910.5,2.51,30.18,93.33,86.78,23.68,91,9,0.3,100,18.9,0,604.11,0.06,64,4.345,18.36,1/04/2022,Skip,Under Target
142.1278189,-36.74705966,V51,field_map_2022_04_01_000,Timok,3372,24.38,2.091,1,245,129.4,On,1/04/2022,0,2,7.54,0,100,0,0,100,5865.4,2.525,30.03,93.78,86.75,23.6,91,9,0.3,100,18.9,0,603.38,0.06,64,4.35,18.36,1/04/2022,Skip,Under Target
142.1277976,-36.74706766,V51,field_map_2022_04_01_000,Timok,3373,24.38,2.095,1,245,129.4,On,1/04/2022,0,2,7.533,0,100,0,0,100,5784.7,2.455,30.08,91.8,87.17,24.01,91.1,8.9,0.3,100,18.9,0,602.57,0.06,64,4.356,18.39,1/04/2022,Skip,Under Target
142.1277765,-36.74707576,V51,field_map_2022_04_01_000,Timok,3374,24.38,2.083,1,245,129.4,On,1/04/2022,0,2,7.543,0,100,0,0,100,5627.9,2.48,29.88,92.97,85.4,23.96,91,9,0.3,100,19,0,607.97,0.061,64,4.317,18.29,1/04/2022,Skip,Under Target
142.1277553,-36.74708386,V51,field_map_2022_04_01_000,Timok,3375,24.38,2.091,1,245,129.3,On,1/04/2022,0,2,7.532,0,100,0,0,100,5493.9,2.435,29.6,87.67,88.5,24.24,90.8,9.2,0.3,100,19,0,609.42,0.061,64,4.307,18.36,1/04/2022,Skip,Under Target
142.1277342,-36.74709186,V51,field_map_2022_04_01_000,Timok,3376,24.38,2.078,1,245,129.3,On,1/04/2022,0,2,7.532,0,100,0,0,100,5410.7,2.405,29.88,90.63,88.2,23.94,91.1,8.9,0.3,100,18.9,0,602.34,0.06,64,4.357,18.24,1/04/2022,Skip,Under Target
142.127713,-36.74709996,V51,field_map_2022_04_01_000,Timok,3377,24.38,2.091,1,245,129.3,On,1/04/2022,0,2,7.522,0,100,0,0,100,5426.6,2.39,31.02,92.42,85.72,24,91,9,0.3,100,18.9,0,601.8,0.06,64,4.361,18.36,1/04/2022,Skip,Under Target
142.1276907,-36.74710616,V51,field_map_2022_04_01_000,Timok,3378,24.38,2.091,1,244,129.3,On,1/04/2022,0,2,7.546,0,100,0,0,100,5417.7,2.445,31.27,90.88,83.9,24.25,90.8,9.2,0.3,100,18.9,0,601.83,0.06,64,4.361,18.36,1/04/2022,Skip,Under Target
142.1276695,-36.74711426,V51,field_map_2022_04_01_000,Timok,3379,24.38,2.091,1,244,129.3,On,1/04/2022,0,2,7.535,0,100,0,0,100,5374,2.455,32.23,89.4,88,24.74,90.5,9.5,0.3,100,19,0,606.51,0.061,64,4.328,18.36,1/04/2022,Skip,Under Target
142.1276494,-36.74712416,V51,field_map_2022_04_01_000,Timok,3380,24.38,2.086,1,245,129.3,On,1/04/2022,0,2,7.538,0,100,0,0,100,5350,2.38,32.63,91.42,83.17,25.36,90.8,9.2,0.3,100,18.9,0,597.79,0.06,64,4.391,18.32,1/04/2022,Skip,Under Target
142.1276282,-36.74713216,V51,field_map_2022_04_01_000,Timok,3381,24.38,2.086,1,245,129.3,On,1/04/2022,0,2,7.524,0,100,0,0,100,5444.1,2.315,32.38,89.95,85.35,25.86,90.6,9.4,0.3,100,18.9,0,596.21,0.06,64,4.402,18.32,1/04/2022,Skip,Under Target
142.127607,-36.74714026,V51,field_map_2022_04_01_000,Timok,3382,24.38,2.091,1,245,129.3,On,1/04/2022,0,2,7.54,0,100,0,0,100,5589.9,2.32,31.85,88.83,86.95,25.96,90.9,9.1,0.3,100,19,0,600.73,0.06,64,4.369,18.36,1/04/2022,Skip,Under Target
142.1275857,-36.74714836,V51,field_map_2022_04_01_000,Timok,3383,24.38,2.099,1,245,129.3,On,1/04/2022,0,2,7.541,0,100,0,0,100,5732.4,2.35,31.75,94.22,86.5,26.31,91,9,0.3,100,19,0,600.49,0.06,64,4.371,18.43,1/04/2022,Skip,Under Target
142.1275645,-36.74715636,V51,field_map_2022_04_01_000,Timok,3384,24.38,2.086,1,245,129.3,On,1/04/2022,0,2,7.535,0,100,0,0,100,5710.8,2.315,31.15,94.1,87.15,26.25,91.1,8.9,0.3,100,18.9,0,590.79,0.059,64,4.443,18.32,1/04/2022,Skip,Under Target
142.1275433,-36.74716446,V51,field_map_2022_04_01_000,Timok,3385,24.38,2.091,1,245,129.3,On,1/04/2022,0,2,7.537,0,100,0,0,100,5589.9,2.3,31.1,92.42,88.25,26.5,91.1,8.9,0.3,100,19,0,596.02,0.06,64,4.404,18.36,1/04/2022,Skip,Under Target
142.1275221,-36.74717246,V51,field_map_2022_04_01_000,Timok,3386,24.38,2.086,1,245,129.3,On,1/04/2022,0,2,7.535,0,100,0,0,100,5476.1,2.25,30.8,91.47,86.7,26.51,91.2,8.8,0.3,100,18.9,0,590.69,0.059,64,4.443,18.32,1/04/2022,Skip,Under Target
142.1274998,-36.74717866,V51,field_map_2022_04_01_000,Timok,3387,24.38,2.091,1,244,129.3,On,1/04/2022,0,2,7.537,0,100,0,0,100,5429.8,2.255,31.05,93.92,88.58,26.74,91,9,0.3,100,18.9,0,592.3,0.059,64,4.431,18.36,1/04/2022,Skip,Under Target
142.1274797,-36.74718866,V51,field_map_2022_04_01_000,Timok,3388,24.38,2.091,1,245,129.2,On,1/04/2022,0,2,7.538,0,100,0,0,100,5401.2,2.265,30.88,93.83,88.7,26.63,90.7,9.3,0.3,100,19,0,601.92,0.06,64,4.361,18.36,1/04/2022,Skip,Under Target
142.1274584,-36.74719666,V51,field_map_2022_04_01_000,Timok,3389,24.38,2.095,1,245,129.2,On,1/04/2022,0,2,7.538,0,100,0,0,100,5367.8,2.215,30.75,90.72,85.58,26.65,90.9,9.1,0.3,100,18.9,0,597.34,0.06,64,4.394,18.39,1/04/2022,Skip,Under Target
142.1274372,-36.74720476,V51,field_map_2022_04_01_000,Timok,3390,24.38,2.091,1,245,129.2,On,1/04/2022,0,2,7.543,0,100,0,0,100,5221.9,2.24,31.15,91,86.53,26.89,90.6,9.4,0.3,100,19,0,605.64,0.061,64,4.334,18.36,1/04/2022,Skip,Under Target
142.127416,-36.74721276,V51,field_map_2022_04_01_000,Timok,3391,24.38,2.086,1,245,129.2,On,1/04/2022,0,2,7.54,0,100,0,0,100,5200.9,2.21,29.93,94.05,85.67,26.93,90.8,9.2,0.3,100,19,0,604.37,0.06,64,4.343,18.32,1/04/2022,Skip,Under Target
142.1273949,-36.74722086,V51,field_map_2022_04_01_000,Timok,3392,24.38,2.083,1,245,129.2,On,1/04/2022,0,2,7.535,0,100,0,0,100,5390.7,2.19,29.88,93.17,83.47,26.58,90.6,9.4,0.3,100,18.9,0,595.53,0.06,64,4.407,18.29,1/04/2022,Skip,Under Target
142.1273736,-36.74722896,V51,field_map_2022_04_01_000,Timok,3393,24.38,2.099,1,245,129.2,On,1/04/2022,0,2,7.54,0,100,0,0,100,5558.9,2.235,30.4,92.08,87.45,26.88,90.7,9.3,0.3,100,18.9,0,593.83,0.059,64,4.42,18.43,1/04/2022,Skip,Under Target
142.1273525,-36.74723696,V51,field_map_2022_04_01_000,Timok,3394,24.38,2.078,1,245,129.1,On,1/04/2022,0,2,7.527,0,100,0,0,100,5680.8,2.185,29.73,91.55,87.28,27.13,90.8,9.2,0.3,100,19,0,598.57,0.06,64,4.385,18.24,1/04/2022,Skip,Under Target
142.1273311,-36.74724506,V51,field_map_2022_04_01_000,Timok,3395,24.38,2.107,1,245,129.1,On,1/04/2022,0,2,7.543,0,100,0,0,100,5693,2.25,30.8,91.53,84.47,26.93,90.8,9.2,0.3,100,19,0,595.33,0.06,64,4.409,18.5,1/04/2022,Skip,Under Target
142.12731,-36.74725316,V51,field_map_2022_04_01_000,Timok,3396,24.38,2.083,1,245,129.1,On,1/04/2022,0,2,7.543,0,100,0,0,100,5661.9,2.345,31.32,92.13,85.95,26.74,90.6,9.4,0.3,100,19,0,595.25,0.06,64,4.409,18.29,1/04/2022,Skip,Under Target
142.1272888,-36.74726116,V51,field_map_2022_04_01_000,Timok,3397,24.38,2.086,1,245,129.1,On,1/04/2022,0,2,7.548,0,100,0,0,100,5660.4,2.435,30.45,89.8,84,26.56,91,9,0.3,100,18.9,0,588.36,0.059,64,4.461,18.32,1/04/2022,Skip,Under Target
142.1272676,-36.74726926,V51,field_map_2022_04_01_000,Timok,3398,24.38,2.091,1,245,129,On,1/04/2022,0,2,7.545,0,100,0,0,100,5682.3,2.445,30.8,92.03,84.58,27.1,90.9,9.1,0.3,100,19,0,597.47,0.06,64,4.393,18.36,1/04/2022,Skip,Under Target
142.1272453,-36.74727546,V51,field_map_2022_04_01_000,Timok,3399,24.38,2.091,1,244,129,On,1/04/2022,0,2,7.54,0,100,0,0,100,5653.2,2.43,30.68,91.6,87.75,26.9,90.9,9.1,0.3,100,19,0,605.04,0.061,64,4.338,18.36,1/04/2022,Skip,Under Target
142.1272241,-36.74728366,V51,field_map_2022_04_01_000,Timok,3400,24.38,2.096,1,244,129,On,1/04/2022,0,2,7.548,0,100,0,0,100,5568,2.415,31,89.15,88.97,26.72,90.8,9.2,0.3,100,19,0,613.1,0.061,64,4.281,18.4,1/04/2022,Skip,Under Target
142.1272029,-36.74729176,V51,field_map_2022_04_01_000,Timok,3401,24.38,2.091,1,244,129,On,1/04/2022,0,2,7.538,0,100,0,0,100,5618.5,2.405,31.1,92.33,84.92,25.71,91,9,0.3,100,18.9,0,615.46,0.062,64,4.265,18.36,1/04/2022,Skip,Under Target
142.1271828,-36.74730176,V51,field_map_2022_04_01_000,Timok,3402,24.38,2.091,1,245,129,On,1/04/2022,0,2,7.54,0,100,0,0,100,5640.4,2.5,31.02,88.05,86.7,25,90.9,9.1,0.3,100,18.9,0,622.78,0.062,64,4.214,18.36,1/04/2022,Skip,Under Target
142.1271616,-36.74730976,V51,field_map_2022_04_01_000,Timok,3403,24.38,2.086,1,245,128.9,On,1/04/2022,0,2,7.546,0,100,0,0,100,5628.7,2.64,30.65,88.58,87.8,25.56,91.6,8.4,0.3,100,19.3,0,620.47,0.062,64,4.23,18.32,1/04/2022,Skip,Under Target
142.1271402,-36.74731786,V51,field_map_2022_04_01_000,Timok,3404,24.38,2.107,1,245,128.9,On,1/04/2022,0,2,7.556,0,100,0,0,100,5573.1,2.58,28.65,83.28,87.38,25.67,95.6,4.4,0.3,100,20.6,0,637.97,0.064,64,4.114,18.5,1/04/2022,Good,Under Target
142.1271187,-36.74732456,V51,field_map_2022_04_01_000,Timok,3405,24.38,2.052,1,244,128.9,On,1/04/2022,0,2,7.53,0,100,0,0,100,5573.1,2.49,29.78,71.97,87.03,26.38,95.6,4.4,0.3,100,20.9,0,626.67,0.063,64,4.188,18.02,1/04/2022,Good,Under Target
142.1270888,-36.74731983,V51,field_map_2022_04_01_000,Timok,3406,24.38,2.05,1,235,128.9,On,1/04/2022,0,2,7.466,0,100,0,0,100,5476.2,2.495,29.78,74.75,86,26.46,91.9,8.1,0.3,100,20.9,0,631.29,0.063,64,4.158,17.99,1/04/2022,Skip,Under Target
142.1270486,-36.74731169,V51,field_map_2022_04_01_000,Timok,3407,24.38,2.069,1,220,128.8,On,1/04/2022,0,2,7.45,0,100,0,0,100,5435.6,2.5,30.13,93.63,97.38,27.67,89.3,10.7,0.3,100,19.8,0,624.45,0.062,64,4.203,18.16,1/04/2022,Skip,Under Target
142.127009,-36.74731316,V51,field_map_2022_04_01_000,Timok,3408,24.38,2.097,1,206,128.8,On,1/04/2022,0,2,7.479,0,100,0,0,100,5404.2,2.5,30.13,100,100,27.96,86.3,13.7,0.3,100,22.2,0,585.53,0.059,64,4.483,18.4,1/04/2022,Skip,Under Target
142.1269748,-36.74732302,V51,field_map_2022_04_01_000,Timok,3409,24.38,2.096,1,194,128.7,On,1/04/2022,0,2,7.549,0,100,0,0,100,5343.6,2.5,30.13,100,100,27.96,84.4,15.6,0.3,100,20.1,0,563.94,0.056,64,4.654,18.4,1/04/2022,Skip,Under Target
142.126944,-36.74733841,V51,field_map_2022_04_01_000,Timok,3410,24.38,2.1,1,182,128.7,On,1/04/2022,0,2,7.57,0,100,0,0,100,5343.6,2.5,30.13,100,100,28.07,82,18,0.3,100,21.8,0,547.03,0.055,64,4.798,18.44,1/04/2022,Skip,Under Target
142.1273551,-36.74747754,V51,field_map_2022_04_01_000,Timok,3411,24.38,2.069,1,65,129.2,On,1/04/2022,0,2,7.495,0,100,0,0,100,5343.6,2.65,26.45,90.53,85.4,24.24,82,18,0,100,16.6,0,659.28,0.066,64,3.981,18.16,1/04/2022,Skip,Under Target
142.1273763,-36.74746964,V51,field_map_2022_04_01_000,Timok,3412,24.38,2.082,1,65,129.2,On,1/04/2022,0,2,7.496,0,100,0,0,100,5308.5,2.705,28.7,95.13,88.85,24.19,80.7,19.3,0,100,16.1,0,637.82,0.064,64,4.115,18.27,1/04/2022,Skip,Under Target
142.1273974,-36.74746164,V51,field_map_2022_04_01_000,Timok,3413,24.38,2.078,1,65,129.2,On,1/04/2022,0,2,7.496,0,100,0,0,100,5273.9,2.795,29.48,95.33,85.25,23.85,74.8,25.2,0,100,19.7,0,726.95,0.073,64,3.611,18.24,1/04/2022,Skip,Under Target
